Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Tujhe Dekha To,"Kumar Sanu, Lata Mangeshkar",Bollywood Romantic,Dilwale Dulhania Le Jayenge,9.1
Watan Wallon Watan Na,"Alka Yagnik, Shaan",Bollywood Patriotic,Indian,9.1
Zara Si Dosti,Arijit Singh,Bollywood,Happy Bhaag Jayegi,9.6
Pani Da Rang,Ayushman Khurana,Bollywood Romance,Vicky Donor,9.5
De De Jagah,Yasser Desai,Bollywood,Parmanu The Story of Pokhran,9.4
Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,Bollywood Romantic,Arth,9.2
Ham The Jinke Sahare,Lata Mangeshkar,Bollywood Sad,Safar,8.8
Titli,"Chinmayi Sripaada, Gopi Sunder",Bollywood Romantic,Chennai Express,9.5
Laung Da Lashkara,"Hard Kaur, Mahalakshmi Iyer",Bollywood Dance,Patiala House,9.4
Maa Ka Phone,Priya Panchal,Bollywood Dance,Khoobsurat,9.0
Zindagi Ka Safar,Kishore Kumar,Bollywood Sad,Safar,9.1
O Saathiya,"Arko, Armaan Malik, Prakriti Kakkar",Bollywood Romantic,Sweetiee Weds NRI,9.4
Kasam Ki Kasam,"K. S. Chithra, Shaan",Bollywood Romantic Sad,Main Prem Ki Diwani Hoon,9.2
Gun Gun Guna,"Sunidhi Chauhan, Udit Narayan",Bollywood Dance,Agneepath,9.4
Jeeta Hoon Jiske Liye,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Dilwale,7.8
Aye Khuda (Duet),"Rahat Fateh Ali Khan, Shreya Ghoshal",Bollywood Sad,Rocky Handsome,9.5
Dreamum Wakeupum,Soumya Rai,Bollywood Dance,Aiyyaa,9.1
Balma Tum Balma Ho Mere Khali,Kavita Krishnamurthy,Bollywood Dance,Nagina,7.4
Ishq Bina,"A.R. Rahman, Anuradha Sriram, Sonu Nigam, Sujatha Mohan",Bollywood Romantic,Taal,9.2
Ab Tere Bin,Kumar Sanu,Bollywood Sad,Aashiqui,9.0
Ankhiyaan,Kanika Kapoor,Bollywood Sad,Do Lafzon Ki Kahani,9.3
Teri Yaad,Ghulam Ali,Bollywood Sad,Bewafaa,8.6
Jalwa,"Earl, Wajid",Bollywood Dance,Wanted,8.9
Judaai,Falak Shabir,Bollywood Sad,I Love New Year,9.5
Aayat,"Altamash Faridi, Arijit Singh, Farhan Sabri, Mujtaba Aziz Naza, Shadab",Bollywood Sad,Bajirao Mastani,9.5
Dil Dooba,"Shreya Ghoshal, Sonu Nigam",Bollywood Dance,Khakee,9.6
Pyaar Deewana Hota Hai,Kishore Kumar,Bollywood Romantic,Kati Patang,9.1
Nazrein Mili Dil Dhadka,"Alka Yagnik, Udit Narayan",Bollywood Dance,Raja,9.1
Po Po,"Aaman Trikha, Himesh Reshammiya, Vikas Bhalla",Bollywood Dance,Son of Sardaar,7.7
Son Of Sardaar,"Aaman Trikha, Himesh Reshammiya",Bollywood Dance,Son of Sardaar,7.7
Roobaroo,"A.R. Rahman, Naresh Iyer",Bollywood Dance,Rang De Basanti,9.7
Khush Rahe Tu Sada,Mohammed Rafi,Bollywood Sad,Khilona,8.3
Chaar Kadam,"Shaan, Shreya Ghoshal",Bollywood Romantic,PK,9.1
Are Re Are,"Lata Mangeshkar, Udit Narayan",Bollywood Dance,Dil To Pagal Hai,9.2
Shiddat,Armaan Malik,Bollywood Sad,Sweetiee Weds NRI,9.4
Dil Kehta Hai,"Alka Yagnik, Kumar Sanu",Bollywood Sad,Akele Hum Akele Tum,9.3
Dilnashin Dilnashin,K.K.,Bollywood Dance,Aashiq Banaya Aapne,9.0
Sawaar Loon,Monali Thakur,Bollywood Dance,Lootera,9.2
Zehnaseeb,"Chinmayi Sripaada, Shekhar Ravjiani",Bollywood Dance,Hasee Toh Phasee,9.6
"Joote Do, Paise Lo","Lata Mangeshkar, S.P. Balasubrahmanyam",Bollywood Dance,Hum Apke Hain Koun,7.7
Dekha Ek Khwab,"Kishore Kumar, Lata Mangeshkar",Bollywood Romantic,Silsila,8.6
Maa,Shankar Mahadevan,Bollywood Sad,Taare Zameen Par,9.6
Jogi Mahi,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",Bollywood Dance,Bachna Ae Haseeno,9.4
Mat Ja Re,Ankit Tiwari,Bollywood Dance,Tanu Weds Manu,9.3
Ooh La La,"Bappi Lahiri, Shreya Ghoshal",Bollywood Dance,The Dirty Picture,8.8
Bhangda Pa,"Asees Kaur, Divya Kumar, Vishal Dadlani",Bollywood Dance,A Flying Jatt,9.0
Jhoka Hawa Ka Aaj Bhi,"Hariharan, Kavita Krishnamurthy",Bollywood Sad,Hum Dil De Chuke Sanam,9.1
Dhol Baaje,"Anjjan, Meet Bros, Monali Thakur",Bollywood Dance,Ek Paheli Leela,9.0
Aaj Hai Sagaai,"Abhijeet, Alka Yagnik",Bollywood Dance,Pyaar To Hona Hi Tha,8.2
Galat Baat Hai,"Javed Ali, Neeti Mohan",Bollywood Dance Romantic,Main Tera Hero,8.8
Yeh Ladka Hai Deewana,"Alka Yagnik, Udit Narayan",Bollywood Dance,Kuch Kuch Hota Hai,9.5
Des Rangila,Mahalaxmi Iyer,Bollywood Dance Patriotic,Fanaa,8.8
Roshni Se,"Abhijeet, Alka Yagnik",Bollywood Romantic,Asoka,9.4
I Love You,"Ash King, Clinton Cerejo",Bollywood Romantic,Bodyguard,9.4
Ishq Wala Love,"Neeti Mohan, Salim Merchant",Bollywood,Student of the Year,9.3
O Janiya,Neha Kakkar,Bollywood Dance,Force 2,9.2
Musafir,K.K.,Bollywood,Shab,9.2
Mehndi Laga Ke Rakhna,"Lata Mangeshkar, Udit Narayan",Bollywood Dance,Dilwale Dulhania Le Jayenge,9.2
Gori Gori,"Anu Malik, K.K., Shreya Ghoshal, Sunidhi Chauhan",Bollywood Dance,Main Hoon Na,9.4
Gori Gori Gori Gori,"Anu Malik, Shreya Ghosal, Sunidhi Chauhan",Bollywood Romantic,Main Hoon Na,9.4
Bakhuda Tumhi Ho,"Alka Yagnik, Atif Aslam",Bollywood Romantic,Kismat Konnection,9.6
Ishq Hai Ishq Hai,Jayshree Shivram,Bollywood Sad,Ishq,8.6
Mere Nishaan,"Anjjan, Kailash Kher, Meet Bros",Bollywood,Oh My God,9.6
Prem Mein Tohre,Asha Bhosle,Bollywood Romantic,Begum Jaan,9.2
Halo Re,Aaman Trikha,Bollywood Dance,Prem Ratan Dhan Payo,8.5
Jogiya,"Anuradha Paudwal, Sukhwinder Singh",Bollywood Sad,Deewane,8.4
Aila Re Aila,Daler Mehndi,Bollywood Dance,Khatta Meetha,9.3
Hum Saath-Saath Hain,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",Bollywood Dance,Hum Saath-Saath Hain,7.5
Enu Naam Che Raees,Tarannum Mallik,Bollywood Dance,Raees,9.4
Woh Pehli Baar,Shaan,Bollywood Romantic,Pyaar Mein Kabhi Kabhi,9.5
Piya Aaye Na,"K.K., Tulsi Kumar",Bollywood Sad,Aashiqui 2,9.3
Aaj Hai Sagai,"Abhijeet, Alka Yagnik",Bollywood Dance,Pyar Toh Hona Hi Tha,8.2
Rajj Rajj Ke,"Sonakshi Sinha, Vishal Dadlani",Bollywood Motivational,Akira,8.9
Daawat e Ishq,"Javed Ali, Sunidhi Chauhan",Bollywood Dance,Daawat e Ishq,9.4
Tera Mera Pyar Amar,Lata Mangeshkar,Bollywood Romantic,Asli Naqli,9.0
Chookar Mere Man Ko,Kishore Kumar,Bollywood Romantic,Yaarana,9.3
Chookar Mere Man Ko,Kishore Kumar,Bollywood Romantic,Yaarana,9.3
Love Is A Waste Of Time,"Shreya Ghoshal, Sonu Nigam",Bollywood Dance,PK,8.8
Zindagi To Bewafa Hai,Mohammed Rafi,Bollywood Sad,Muqaddar Ka Sikandar,8.3
Jo Tumko Ho Pasand Wohi Baat Karenge,Mukesh,Bollywood Romantic,Safar,8.6
Bebo,Alisha Chinai,Bollywood Dance,Kambakkht Ishq,9.0
Tum Bin,K. S. Chithra,Bollywood Romantic,Tum Bin,9.0
Chot Lage Tujhko – Sad,"Alka Yagnik, Udit Narayan",Bollywood Sad,Raja,8.4
Tujhe Sochta Hoon,K.K.,Bollywood Romantic Sensual,Jannat 2,9.6
Apni To Jaise Taise,Kishore Kumar,Bollywood Dance,Laawaris,8.4
Mast Kalandar,"Master Saleem, Rehan Khan, Sajid Khan",Bollywood Dance,Heyy Baby,9.5
It’s Magic,Taz,Bollywood Dance,Koi Mil Gaya,8.8
It’s Magic,Taz,Bollywood Dance,Koi Mil Gaya,8.8
Nikamma,Rahat Fateh Ali Khan,Bollywood,3 Dev,9.4
Nikamma,Rahat Fateh Ali Khan,Bollywood,3 Dev,9.4
Jigar Da Tukda,"Salim Merchant, Shraddha Pandit",Bollywood Dance,Ladies Vs Ricky Bahl,9.3
It’s the Time to Disco,"K.K., Loy Mendonsa, Shaan, Vasundhara Das",Bollywood Dance,Kal Ho Naa Ho,9.4
Maar Daala,Kavita Krishnamurthy,Bollywood Dance,Devdas,9.2
Tumhe Apna Banane Ka,"Armaan Malik, Neeti Mohan",Bollywood Romantic,Hate Story 3,8.9
Ho Gaya Hai Tujhko To Pyar Sajna,"Lata Mangeshkar, Udit Narayan",Bollywood Romantic,Dilwale Dulhania Le Jayenge,9.2
Suno Aisha,"Amit Trivedi, Ash King, Nakash Aziz",Bollywood Dance,Aisha,9.4
Jee Ve Sohaneya,Nooran Sisters,Bollywood Sad,Jab Harry Met Sejal,9.6
Hai Junoon,K.K.,Bollywood Dance,New York,9.3
Kuch To Hai,Armaan Malik,Bollywood Sad,Do Lafzon Ki Kahani,9.6
Ban Dance Mein Kutta,"Divya Kumar, Shivi, Uvie",Bollywood Dance,3 Dev,8.2
Bakheda,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood,Toilet Ek Prem Katha,9.1
Bhooli Bisri Ek Kahani,Anuradha Paudwal,Bollywood Sad,Nagina,8.2
Milan Abhi Aadha Adhura,"Shreya Ghoshal, Udit Narayan",Bollywood Romantic,Vivah,8.5
Ishqyaun Dhishyaun,Aditya Narayan,Bollywood Romantic,Goliyon Ki Rasleela Ram-leela,9.3
Saat Ajube Iss Duniya Mein,"Mohammed Rafi, Mukesh",Bollywood,Dharam Veer,8.5
Maahi Ve,"Richa Sharma, Sukhwinder Singh",Bollywood Dance Sad,Kaante,9.2
Rangdaari,"Arko, Navraj Hans",Bollywood Sad,Daas Dev,9.4
Rangdaari,"Arko, Navraj Hans",Bollywood Sad,Daas Dev,9.4
Ye Tune Kya Kiya,Javed Bashir,Bollywood Romantic,Once Upon A Time In Mumbaai Dobara,9.5
Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh",Bollywood Dance Motivational Patriotic,Chak De India,9.3
Saanwali Si Ek Ladki,Udit Narayan,Bollywood Romantic,Mujhse Dosti Karoge!,9.2
Dil Se Nikal Kar Dil Ko Gayee Hain,"Anuradha Paudwal, Suresh Wadkar",Bollywood Dance,Nigahen,7.6
Dhak Dhak Karne Laga,"Anuradha Paudwal, Udit Narayan",Bollywood Romantic,Beta,8.7
Kabhi Jo Badal Barse,Arijit Singh,Bollywood Romantic,Jackpot,9.1
Bhar Do Jholi Meri,Adnan Sami,Bollywood Devotional,Bajrangi Bhaijaan,9.2
Give Me Some Sunshine,"Sharman Joshi, Suraj Jagan",Bollywood Sad,3 Idiots,9.6
Dil Leke,"Shaan, Shreya Ghoshal",Bollywood Dance Romantic,Wanted,9.2
Yeh Mera Diwanapan Hai,Mukesh,Bollywood Sad,Yahudi,9.2
O Jaana,"Alka Yagnik, K.K., Kamaal khan, Udit Narayan",Bollywood Dance Romantic,Tere Naam,8.9
Love Mashup 2016 (Kiran Kamath),Multiple,Bollywood Romantic,Single,9.6
Bhoot Aaya,Mika Singh,Bollywood,Nanu Ki Jaanu,7.7
Abhagi Piya Ki,"Ahmed Hussain, Kanika Kapoor, Mohammed. Hussain, Raja Hasan",Bollywood Sad,Tera Intezaar,9.3
Rang Laal,"Aditi Singh Sharma, Dev Negi, John Abraham",Bollywood Dance,Force 2,9.4
Bas Tu Hai,"Arijit Singh, Jonita Gandhi",Bollywood Romantic Sad,3 Storeys,9.2
Tanhaiyaan,Amit Mishra,Bollywood Sad,Aksar 2,8.6
Jaane Kyun,Vishal Dadlani,Bollywood Dance,Dostana,9.5
Dagabaaz Re,"Rahat Fateh Ali Khan, Shreya Ghoshal",Bollywood Romantic,Dabangg 2,8.8
Jane Kyun,"Alka Yagnik, Udit Narayan",Bollywood Romantic,Dil Chahta Hai,9.5
Khuli Falak Mein,Mohammed Rafi,Bollywood Romantic,Professor,8.3
Sajna Mein Teri Tu Mera,"Anuradha Paudwal, Vipin Sachdeva",Bollywood Romantic,Beta,8.8
Zindagi Do Pal Ki,K.K.,Bollywood Romantic,Kites,9.4
Tauba Yeh Matwali Chaal,Mukesh,Bollywood Dance,Pathar Ke Sanam,7.9
Main Hoon Hero Tera,Armaan Malik,Bollywood Romantic,Hero,9.6
Daata Tu,Shreya Ghoshal,Bollywood Motivational,Tiger Zinda Hai,9.2
Ye Dosti Hum Nahi Todenge,"Kishore Kumar, Manna Dey",Bollywood,Sholay,9.2
Saathiya Nahi Jaana,"Lata Mangeshkar, Mohammed Rafi",Bollywood Romantic Sad,Aya Sawan Jhoom Ke,8.3
Ishq Hua,"Shreya Ghoshal, Sonu Nigam",Bollywood Romantic,Aaja Nachle,9.4
Bloody Hell,Sunidhi Chauhan,Bollywood Dance,Rangoon,9.2
Dil Se Re,"A.R. Rahman, Anupama Deshpande, Anuradha Sriram",Bollywood Romantic,Dil Se,9.5
Phatte Tak Nachna,Sunidhi Chauhan,Bollywood Dance,Dolly Ki Doli,9.3
Meer-E-Kaarwan,"Amit Mishra, Neeti Mohan",Bollywood Sad,Lucknow Central,9.4
Ratta Maar,"Shefali Alvares, Vishal Dadlani",Bollywood,Student of the Year,9.5
Raat Ka Nasha,K. S. Chithra,Bollywood Dance,Ashoka,9.4
Maa Da Laadla,Master Saleem,Bollywood Dance,Dostana,9.4
O Re Piya,Rahat Fateh Ali Khan,Bollywood Sad,Aaja Nachle,9.3
Jhanjariya Meri Chanak,Alka Yagnik,Bollywood Dance,Krishna,8.9
Pareshaan,Shalmali Kholgade,Bollywood Romantic,Ishaqzaade,9.4
Paisa Paisa,"Manak-E, RDB, Selina",Bollywood Dance,De Dana Dan,9.1
Mere Haath Mein,"Sonu Nigam, Sunidhi Chauhan",Bollywood Romantic,Fanaa,9.4
Do Lafzon Ki Hai Dil Ki Kahani,"Amitabh Bachchan, Asha Bhosle, Sharad Kumar",Bollywood Dance,The Great Gambler,9.1
Ishq Sufiyana (Male),Kamal Khan,Bollywood Romantic,The Dirty Picture,9.3
Hum Hain Insaaf,"Babu Haabi, Naezy",Bollywood,Bhavesh Joshi Superhero,8.6
Meri Maa,K.K.,Bollywood Sad,Yaariyan,9.6
Zindagi Tujhse Kya Karen Shikvey,Amit Mishra,Bollywood Sad,Zindagi Yeh Zindagi,9.4
Dance Pe Chance,"Labh Janjua, Sunidhi Chauhan",Bollywood Dance,Rab Ne Bana Di Jodi,9.1
Tu Hi Hai,Armaan Malik,Bollywood Romantic,Jagga Jasoos,9.4
Gehra Ishq,Shekhar Ravjiani,Bollywood Romantic,Neerja,9.7
Love Me Love Me,"Amrita Kak, Wajid",Bollywood Dance,Wanted,9.1
Saajna,Falak Shabir,Bollywood Romantic,I Me Aur Main,9.6
Tere Ho Ke Rahenge,Arijit Singh,Bollywood Romantic,Raja Natwarlal,9.5
Sai Baba Bolo (Album Version),"Anup Jalota, Anuradha Paudwal, Jani Baboo, Mohammed Rafi",Bollywood Devotional,Shirdi Ke Sai Baba,8.7
Khudaya Ve Ishq Hai Kaisa,Salim Merchant,Bollywood Sad,Luck,9.5
Pardesi Pardesi,"Bela, Suresh Wadkar",Bollywood Sad,Raja Hindustani,8.6
Gulabi,"Jigar Saraiya, Priya Saraiya",Bollywood Dance,Shuddh Desi Romance,9.5
Dus Bahane,"K.K., Shaan",Bollywood Dance,Dus,9.5
Main Agar Kahoon,"Shreya Ghoshal, Sonu Nigam",Bollywood Romantic,Om Shanti Om,9.6
Main Aisa Kyun Hoon,Shaan,Bollywood Dance,Lakshya,9.7
Main Aisa Kyon Hoon,Shaan,Bollywood Dance,Lakshay,9.7
Mein Chali Mein Chali,"Lata Mangeshkar, Mohammed Rafi",Bollywood Romantic,Professor,8.6
Sharabi,"Nindy Kaur, Shekhar Ravjiani, Vishal Dadlani",Bollywood Dance,Happy New Year,9.3
Labon Ka Karobaar,Papon,Bollywood Romantic,Befikre,7.0
Main Kya Karoon,Nikhil Paul George,Bollywood Dance,Barfi,9.6
Sawan Ka Mahina,"Lata Mangeshkar, Mukesh",Bollywood Romantic,Milan,8.8
Taang Uthake,"Mamta Sharma, Mika Singh, Neeti Mohan, Sohail Sen",Bollywood Dance,Housefull 3,9.0
Hamari Shaadi Mein,"Babul Supriyo, Shreya Ghoshal",Bollywood Dance,Vivah,7.9
Ishq Risk,Rahat Fateh Ali Khan,Bollywood Romantic,Mere Brother Ki Dulhan,9.4
Dil Vich Lagya,"Akriti Kakar, Kunal Ganjawala, Sonu Nigam",Bollywood Dance,Chup Chup Ke,8.9
Khalbali,"A.R. Rahman, Mohammed Aslam, Nacim",Bollywood Dance,Rang De Basanti,9.6
Safarnama,Lucky Ali,Bollywood Dance,Tamasha,9.5
My Dil Goes Mmmm,"Gayatri Iyer, Shaan",Bollywood Romantic,Salaam Namaste,9.4
Tu Hi Meri Shab Hai,K.K.,Bollywood Romantic,Gangster,9.4
Koi Ladki Hai,"Lata Mangeshkar, Udit Narayan",Bollywood Dance,Dil To Pagal Hai,8.9
Bheege Hont Tere,Kunal Ganjawala,Bollywood Romantic Sensual,Murder,8.1
Mere Samne Wali Khidki Mein,Kishore Kumar,Bollywood Dance Romantic,Padosan,9.5
Is Mod Se Jaate Hain,"Kishore Kumar, Lata Mangeshkar",Bollywood Romantic,Aandhi,9.0
Chamak Challo Chel Chabeli,"Kumar Sanu, Shreya Ghoshal",Bollywood,Rowdy Rathore,8.8
Chandni O Meri Chandni,YRF,Bollywood Dance,Chandni,8.9
Mere Khwabon Mein,Lata Mangeshkar,Bollywood Romantic,Dilwale Dulhania Le Jayenge,9.2
Rock N Roll Soniye,"Mahalakshmi Iyer, Shaan, Shankar Ehsaan Loy, Shankar Mahadevan",Bollywood Dance,Kabhi Alvida Naa Kehna,9.4
Keeda,"Himesh Reshammiya, Neeti Mohan",Bollywood Dance,Action Jackson,8.7
Abhi Kuch Dino Se,Mohit Chauhan,Bollywood Dance,Dil Toh Bachha Hai,9.6
Dheere Dheere (Remix),Yo Yo Honey Singh,Bollywood Dance,Dheere Dheere,8.9
Dil Ne Ye Kaha Hai Dil Se,"Alka Yagnik, Sonu Nigam",Bollywood Romantic Sad,Dhadkan,9.0
Mohabbat Hai Kya Cheez,"Lata Mangeshkar, Suresh Wadkar",Bollywood Romantic,Prem Rog,7.6
Soldier Soldier Meethi Baaten,"Alka Yagnik, Kumar Sanu",Bollywood Dance,Soldier,9.0
Tum Bin,Shreya Ghoshal,Bollywood Sad,Sanam Re,9.5
Tum Ho Mera Pyar,"K.K., Suzanne D'Mello",Bollywood Romantic,Haunted,9.4
Dard Dilo Ke  (Reprise),Mohammed Irfan,Bollywood Dance,The Xpose,8.7
Shirdi Wale Sai Baba,Mohammed Rafi,Bollywood Devotional,Amar Akbar Anthony,8.8
Na Jane Kahan Se,"Amit Kumar, Kavita Krishnamurthy",Bollywood Dance,Chaalbaaz,8.9
Bol Beliya,"Siddharth Mahadevan, Sunidhi Chauhan",Bollywood Dance,Kill Dil,9.1
Jee Karda,"Labh Janjua, Suzanne D'Mello",Bollywood Dance,Singh Is Kinng,9.3
Tum Bin,Ankit Tiwari,Bollywood Sad,Tum Bin 2,9.4
Aadat,"Jubin Nautiyal, Raftaar, Shirley Setia",Bollywood Romantic,Passengers,9.5
Tere Liye,Ankit Tiwari,Bollywood Romantic,Sanam Re,9.5
Mera Rang De Basanti,"Manmohan Waris, Sonu Nigam",Bollywood Patriotic,The Legend Of Bhagat Singh,9.5
Hum Tumhare Hain Sanam,"Anuradha Paudwal, Udit Narayan",Bollywood Romantic,Hum Tumhare Hain Sanam,8.7
Nain Phisal Gaye,Payal Dev,Bollywood Romantic,Welcome To New York,9.4
Boond Boond,Ankit Tiwari,Bollywood Sad,Roy,9.4
Bipasha,"Shadab Faridi, Shraddha Pandit",Bollywood Dance,Jodi Breakers,9.2
Dhoom Tana,"Abhijeet, Shreya Ghoshal",Bollywood Dance,Om Shanti Om,9.4
Tu Hi Mera,Shafqat Amanat Ali,Bollywood Romantic,Jannat 2,9.5
A B C D E F G H,"Hariharan, Shankar Mahadevan, Udit Narayan",Bollywood Dance,Hum Saath-Saath Hain,7.9
Moh Moh Ke Dhaage,"Monali Thakur, Papon",Bollywood Sad,Dum Laga Ke Haisha,9.4
ABCD Yaariyan,"Benny Dayal, Shefali Alvares",Bollywood Dance,Yaariyan,9.3
Hona Tha Pyar,"Atif Aslam, Hadiqa Kiani",Bollywood Romantic,Bol,9.6
ABCD,"Benny Dayal, Shefali Alvares, Yo Yo Honey Singh",Bollywood Dance,Yaariyan,9.3
Kaise Mujhe,Benny Dayal,Bollywood Romantic,Ghajini,9.6
Whats Up,"Jasleen Royal, Mika Singh",Bollywood Dance,Phillauri,8.9
Dhaakad,Raftaar,Bollywood,Dangal,8.8
Masakali,Mohit Chauhan,Bollywood Dance,Delhi-6,9.5
Tumhe Jo maine Dekha,Abhijeet,Bollywood Dance,Main Hoon Na,9.5
Gal Ban Gayi (Remix),"Meet Bros, Neha Kakkar, Sukhbir, Yo Yo Honey Singh",Bollywood Dance,Gal Ban Gayi,8.9
Koyal Si Teri Boli,"Anuradha Paudwal, Udit Narayan",Bollywood Dance,Beta,8.1
Tu Hi Na Jaane,"Prakriti Kakkar, Sonu Nigam",Bollywood,Azhar,9.5
Hum Lakh Chupaye,"Asha Bhosle, Kumar Sanu",Bollywood Romantic,Jaan Tere Naam,8.6
Ek Villain,Multiple,Bollywood Dance,Ek Villain,9.5
Tujhe Dekhti Hai Nazar,Mohd. Irfan,Bollywood Romantic,Nanu Ki Jaanu,9.5
Beedi,"Clinton Cerejo, Nachiketa, Sukhwinder Singh, Sunidhi Chauhan",Bollywood Dance,Omkara,9.3
Chori Chori Dil Le Gaya,"Hema Sardesai, Sukhwinder Singh",Bollywood Dance,Garam Masala,9.1
Raasleela,Sumedha Karmahe,Bollywood Dance,3 Storeys,9.3
Dum Maaro Dum,Anushka Manchanda,Bollywood Dance,Dum Maaro Dum,9.2
Kudiyan Sehar Diyan,"Alka Yagnik, Daler Mehndi",Bollywood Dance,Arjun Pandit,8.6
Dhunki,Neha Bhasin,Bollywood Dance,Mere Brother Ki Dulhan,9.4
Tera Deedar Hua,Rahat Fateh Ali Khan,Bollywood Romantic,Jannat 2,9.5
Salaam India,"Salim Merchant, Vishal Dadlani",Bollywood Motivational Patriotic,Mary Kom,9.6
Hum Ko Maaloom Hain,"Sadhana Sargam, Sonu Nigam",Bollywood Romantic,Jaan-E-Mann,9.5
Bodyguard,"Band of Power, Salman Khan",Bollywood Dance,Bodyguard,9.1
Pyaara Bhaiya Mera,"Alka Yagnik, Kumar Sanu",Bollywood Dance,Kya Kehna,8.6
Chahoon Bhi,"Bombay Jayashri, Karthik",Bollywood Romantic,Force,9.5
Babul Pyare,Lata Mangeshkar,Bollywood Dance,Johny Mera Naam,7.5
Bade Miyan Chote Miyan,"Sudesh Bhosle, Udit Narayan",Bollywood Dance,Bade Miyan Chote Miyan,8.9
Albela Sajan,"Kanika Joshi, Kunal Pandit, Prithvi Gandharva, Rashi Raagga, Shashi Suman",Bollywood Dance,Bajirao Mastani,9.5
Nahin Saamne Tu,"Hariharan, Sukhwinder Singh",Bollywood Romantic,Taal,9.5
Goron Ki Na Kalon Ki,"Suresh Wadkar, Usha Mangeshkar",Bollywood Dance,Disco Dancer,9.0
Gum Hai Kisi Ke Pyar Mein,"Kishore Kumar, Lata Mangeshkar",Bollywood Romantic,Raampur Ka Lakshman,9.2
Tu Mere Agal Bagal Hai,Mika,Bollywood Dance,Phata Poster Nikhla Hero,9.0
Aashiyan,"Nikhil Paul George, Shreya Ghoshal",Bollywood Dance,Barfi,9.6
Pyar Ka Anjaam,"Alka Yagnik, Kumar Sanu, Sapna Mukherjee",Bollywood Romantic,Bewafaa,8.7
Ay Hairathe,"A.R. Rahman, Alka Yagnik, Hariharan, Mohammed Aslam",Bollywood Romantic,Guru,9.5
Phir Kya Hai Gham,Shilpa Rao,Bollywood,Hichki,8.5
Hip Hop Pammi,"Mika Singh, Monali Thakur",Bollywood Dance,Ramaiya Vastavaiya,9.4
Jab Se Mere Naina,Shaan,Bollywood Dance Romantic,Saawariya,9.6
Race Saanson Ki,"Neeraj, Sunidhi Chauhan",Bollywood Dance,Race,9.3
Tu Chale Toh,Papon,Bollywood Romantic,Qarib Qarib Singlle,8.9
Chori Chori Chupke Chupke,"Shreya Ghosal, Udit Narayan",Bollywood Dance Romantic,Krrish,9.0
Pairon Mein Bandhan Hai,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav",Bollywood Dance,Mohabbatein,9.2
Tum Par Hum Hai Atke Yaara,"Kavita Krishnamurthy, Kumar Sanu",Bollywood Dance,Pyaar Kiya To Darna Kya,8.8
So Gaya Yeh Jahan,"Alka Yagnik, Nitin Mukesh, Shabbir Kumar",Bollywood Dance,Tezaab,8.7
Wo Ladki Jo Sabse,Abhijeet,Bollywood Dance,Baadshah,9.4
Sara Zamana,Kishore Kumar,Bollywood Dance,Yaarana,8.9
Aur Is Dil Mein,"Asha Bhosle, Suresh Wadkar",Bollywood Sad,Imaandaar,9.0
Mujhse Shaadi Karogi,"Sonu Nigam, Sunidhi Chauhan, Udit Narayan",Bollywood Dance,Mujhse Shaadi Karogi,9.2
Challa,"Babbu Maan, Suzanne D'Mello",Bollywood Dance,Crook,9.3
Tu Hi Toh Meri Dost Hai,"A.R. Rahman, Benny Dayal, Shreya Ghoshal",Bollywood Dance,Yuvvraaj,9.6
Maa Sheranwali,Shabbir Kumar,Bollywood Devotional,Coolie,7.6
Kuch Din,Jubin Nautiyal,Bollywood Romantic,Kaabil,9.3
Tu Na Ja Mere Badshah,"Alka Yagnik, Mohammad Aziz",Bollywood Sad,Khuda Gawah,8.4
Rani Tu Mein Raja (,"Bhavya Pandit, Mika Singh, Yo Yo Honey Singh",Bollywood Dance,Son of Sardaar,8.3
Rani Tu Mein Raja (,"Bhavya Pandit, Mika Singh, Yo Yo Honey Singh",Bollywood Dance,Son of Sardaar,8.3
Bholi Si Surat,"Lata Mangeshkar, Udit Narayan",Bollywood Romantic,Dil To Pagal Hai,9.3
Tere Naina,"Shaan, Shreya Ghoshal",Bollywood Romantic,Jai Ho,9.2
O Rangrez,Divya Kumar,Bollywood Romantic,Bhaag Milkha Bhaag,9.6
Jise Dekh Mera Dil Dhadke,Kumar Sanu,Bollywood Romantic,Phool Aur Kaante,8.5
Tumko To Aana Hi Tha,"Armaan Malik, Marianne D'Cruz",Bollywood Romantic,Jai Ho,9.5
Khwaab Ho Tum Ya Koi,Kishore Kumar,Bollywood Romantic,Teen Deviyan,9.4
Chor Bazari,Neeraj Shridhar,Bollywood Dance,Love Aj Kal,9.3
Jaati Hoon Main,"Alka Yagnik, Kumar Sanu, Udit Narayan",Bollywood,Karan Arjun,8.9
Saanson Ne,"Sonu Nigam, Tulsi Kumar",Bollywood Romantic,Dabangg 2,9.0
